isfriend,title,id,farm,ispublic,isfamily,owner,secret,server
0,11 Social Media Ideas for Small Businesses,30006670831,6,1,0,147346364@N04,26368a4067,5101
0,Burrito Bowls with L,29865942025,9,1,0,125038811@N04,7827b7019e,8486
0,Slow Cooker Hawaiian Pork Burrito Bowls are a dinner saver as they cook all day… http://lebouffe.com http://ift.tt/1Y1GQXx,29614967436,9,1,0,135032038@N07,d94dea940d,8097
0,Burrito bowl for lunch 😍😍 #vegan #veggies #compassionateeating #compassionateliving #govegan #hclf #veganfit #vegangirl #vegansofig #vegans #vegansofaustralia #vegansofinstagram #yum #healthy #beans #rice #homemade,29023251403,9,1,0,134770621@N07,fda395677a,8422
0,"D I N N E R ! My anniversary man had a work dinner tonight, but it's all good! I got myself a vegetarian burrito bowl, and we're dining out this weekend. At least I know EXACTLY what I'm putting in my body when I dine at home, right? 🐘",28771780963,9,1,0,76684889@N06,aaf93487e9,8541
0,Vegan burrito bowl with 2 dressings,28619260343,9,1,0,29145313@N00,43466efc3b,8813
0,Moe's Southwest Grill,28615143543,9,1,0,55393381@N00,7d2371704a,8600
0,Moe's Southwest Grill,29201799466,9,1,0,55393381@N00,4d9cab34d5,8330
0,Moe's Southwest Grill,28947760600,9,1,0,55393381@N00,689261428e,8497
0,Moe's Southwest Grill,29201792456,9,1,0,55393381@N00,2fc601996c,8306
0,Moe's Southwest Grill,29157243641,9,1,0,55393381@N00,1c3198bdff,8111
0,Moe's Southwest Grill: Chicken Salad Bowl,29201787116,9,1,0,55393381@N00,d7148a0b41,8095
0,Moe's Southwest Grill: Beef Nachos,29157238871,8,1,0,55393381@N00,b0d6bc8300,7501
0,Moe's Southwest Grill: Beef Tacos,29127533702,9,1,0,55393381@N00,63bb289a9f,8260
0,Moe's Southwest Grill,28615128543,9,1,0,55393381@N00,a11b6287f4,8243
0,Vegetable Recipes-Sushi Burrito,28898498752,9,1,0,142944961@N02,3a2ee9b947,8028
0,"Vegetarian Burrito Bowl with Salsa, Crispy Black Beans, and Monterey Jack.  #hellofreshpics #food #foodporn #yum #instafood #TagsForLikes #yummy #amazing #instagood #photooftheday #sweet #dinner #lunch #fresh #tasty #foodie #delish #delicious #eating #foo",28565424436,9,1,0,94534626@N03,4bdd84e718,8593
0,@latejulyorganic these chips are perfect match for #burrito bowl and #fantastically #glutenfree and more #addicting than #chocolate #18dayroadtrip,27715289675,8,1,0,14578593@N00,ee09e042af,7328
0,.,26960965376,8,1,0,88697202@N00,fcb7088e45,7107
0,.,26960936466,8,1,0,88697202@N00,d59aab977d,7305
0,"We're open for our late night Friday menu with veggie burger specials, burritos, chilli bowls and falafel platters. Yipeeeeeee. #vegan #veggie #Friday",26103920174,2,1,0,114024510@N03,6da9c07175,1707
0,Belle of the Burrito (111/366),26486264941,2,1,0,76572739@N05,ccd117a770,1527
0,Spaghetti Squash Burrito Bowl #gf #glutenfree #paleo #naturallyglutenfree #vegetarian,25401846354,2,1,0,62796122@N06,cf5b7d617d,1637
0,Burrito Bowl,24915105729,2,1,0,138220148@N04,a8cff419d0,1615
0,"Khatia Buniatishvili - Chopin - Prelude No 4 in E minor, Op 28",25156773022,2,1,0,49638038@N03,be582f4c20,1611
0,Vegan burrito bowl on a plate!,25169814371,2,1,0,138220148@N04,e4e1e0f294,1712
0,Each One Reach One,24143171514,2,1,0,31384833@N08,7e00c6e591,1633
0,"Rachmaninov: Symphony No. 3 in A minor, Op. 44 (Ashkenazy, Koninklijk Concertgebouworkest)  a personal favorite richly painted and strokes of Shastakovich within",24622393372,2,1,0,49638038@N03,5d851b94fc,1692
0,"After a long day at work ,I believe...I really need this. A burrito bowl 😀😀😀 #hardworkpaysoff #happy #smiles #runner #fit #fitboy #workingoutfood #caridofreak #carido #betterperson #fitbody #burritobowl #nikepuls #attractiverunn",23754706444,2,1,0,133751132@N06,0df9737180,1443
0,Burrito Bowl.....,23755433753,2,1,0,13949465@N08,edc9195708,1640
0,"....pour some @braddahs Hot Sauce....on meeee-hhhh , in da name of looooo-uuuuvveeeee....#defleppard #poursomehotsauceonme #braddahs #islandstyle #burritos #bowls #tacos #salads #nachos #coconutbark. ....and theeezzzzzzee..#hotsauce #hotsauces #plural #lo",23751616300,6,1,0,65462623@N02,3d665d7fd6,5709
0,.....Aloha Monday eve @braddahs as I duck dive underneath! #looktothewest #lookwhatwehavehere #Monday #muuuunnday #Monday #AlohaMonday #duckdive #nowyouknowwhatitlookslike #braddahs #islandstyle #burritos #bowls #tacos #salads #nachos #hotsauces #coconutb,23956644901,2,1,0,65462623@N02,2a81eb5196,1599
0,Moe's Burrito Bowl,22917606253,1,1,0,17741791@N00,65b964341e,701
0,Burrito Bowl,22726999267,1,1,0,97206880@N05,fe73e6a09a,598
0,Little Burrito and Trixie have a new water dish.,22914543941,1,1,0,71612706@N00,8cb3acae87,681
0,My favourite Mexican brekkie cafe @vinylcoffeeshop - tofu burrito bowl & fried chicken burger on brioche bun 😋😋😋   #vinylcoffeeshop #dominionroad #mexican #burgeralwaystastebetteronbriochebun #vscocam #auckland #vsco #vscofood #onthetable #han,22669565530,6,1,0,32632917@N02,bcc99b15a5,5813
0,"Day 1 highlights included complete domination of his own chipotle burrito bowl, hours at the Children's Museum, fishing in the harbor and a visit to Mike's Pastry. Not pictured: tons of riding the T, first ever Uber ride, or what miller called his favorit",20233982461,1,1,0,71316998@N00,3c2cec5f8d,428
0,Hubby had the brilliant idea of a Make Your Own Burrito Bowl night! Huge hit! 🔹Grilled chicken strips 🔹Cilantro Lime Quinoa (a newly found recipe!) 🔹Black beans 🔹Corn :small_blue_,18556016976,9,1,0,92465035@N00,2284f5001d,8836
0,Homemade iced coffee & breakfast burrito bowls. 😋 [#liveloudly #bandotodolist #psimadethis #darlingweekend #dscolor #thatsdarling #darlingmovement #lovelysquares #tnchustler #nothingisordinary_ #popyacolour #rainbow_wall #thehappynow #flashesofdelight,17604303799,6,1,0,131827050@N07,b553029cd9,5466
0,Moe's airport burrito bowl. Smaller than it looks. □□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ #keto #ketosis #ketogains #ketovscarbs #ketogenic #Ketogenicdiet #transformation #weightloss #atkins #paleo #fatadaptedathlete #fatadapted #musclewhisperer #fitfam #fi,17018034364,6,1,0,128512958@N02,fa9ed80523,5348
0,Burrito Bowl with tofu,17556847916,6,1,0,22759125@N00,19b1ef258f,5449
0,[Seasonal Recipes] Spicy Sweet Potato and Green Rice Burrito Bowls,17343310090,8,1,0,132285445@N05,b8220608f8,7695
0,Burrito Bowl with tofu,16692936573,8,1,0,22759125@N00,2b5c83bdfb,7692
0,Burrito Bowl with tofu,16606843533,8,1,0,22759125@N00,04e9e3a8e7,7632
0,"Super yummy dinner, Turkey and chickpea burrito bowl. 462kcal 28g of protein, 20g of carbs and 30g of fat. Really struggle to get enough healthy fats in my diet but this reciepe is perfect. #notjustshakes #Herbalife #knowyourmacros",16943394847,9,1,0,128871590@N03,6d6a675805,8813
0,~02-18-15 Headlands Coffeehouse #1~,16399290147,9,1,0,54231871@N05,812b8118a5,8563
0,~02-19-15 Headlands Coffeehouse #4~,16399289467,9,1,0,54231871@N05,e609990fd1,8662
0,"...as promised @lasvegasweekly,....30,000 FREE Huli Huli Chicken Tacos. .....paddle out, drop in @braddahs. ...onoliscousness awaitz, Mahalo!  #braddahs #islandstyle #hulihulichicken #tacos #onthehouse #comped #passGo #collectaTaco #burritos #bowls #tacos",16592586392,8,1,0,65462623@N02,9a57837daa,7355
0,Happiest of All President's Days @braddahs from our Ohana to Yourz! Mahaloz!  #braddahs #islandstyle #burritos #bowls #tacos #salads #nachos #allthepresidentsmen #presidentsday #presidential #imjustnotthePresident #IeatHereToo #mountrushmore #mountRadness,16550507745,8,1,0,65462623@N02,741c6c3fd8,7282
0,"Valentine's Day Luv from @yelpnv @yelp Much Luv, @braddahs Mahaloz. #braddahs #islandstyle #burritos #bowls #tacos #salads #nachos #coconutbark #valentinesReview #5Star #waystoked #yelp #yelped #iwantyoutoYelpme #YelpSoft #YelpHard #YelpaYelpaDoo #HelpMeH",16532060305,9,1,0,65462623@N02,fee9ae0c0e,8565
0,"by @shredding_meals ""✨Burrito Salad Bowl ✨  by @bringing_fit  2 handfuls of spinach  1 handful of spring mix  2 tablespoons 2% Greek Yogurt  2 tablespoons chunky salsa  2 tablespoons smashed avocado (with lime, salt and black pepper) 1/2",15895607613,9,1,0,127104680@N04,96303b03a3,8601
0,".... silly, silly haoleboy, ..... Itz not just Tuesday @braddahs.... rather rrr, Itz Two Dollar Tiki Taco Tuesday @braddahs,  fur shurrrrr! #braddahs #islandstyle #braddahsislandstyle #restaurants #burritos #bowls #tacos #salads #nachos #sauces #mustard #",16306985327,9,1,0,65462623@N02,334f551231,8646
0,Today is da day! @braddahs Slippah Sunday - Show Some Toes! #braddahs #islandstyle #braddahsislandstyle #restaurants #burritos #bowls #tacos #salads #nachos #sauces #hotsauce #mustard #BARKS #shaka #surf #skate #ska #poolboy #poolside #mayIpeek #whatisYou,16289066677,8,1,0,65462623@N02,74a8ae5a6f,7345
0,"lace up da Chuck's @converse #chucks haoleboy @braddahs,  time to grill! #braddahs #islandstyle #braddahsislandstyle #restaurants #burritos #bowls #tacos #salads #nachos #NewBrand #myuniform #mileage #walkthisway #lacedup #showsometoes #workflow #kickdati",16282418379,9,1,0,65462623@N02,a9da4df7a4,8583
0,"My eyes are full of humble tears, my Heart bursts with your luv for @braddahs,  currently trending #1 Hawaiian in the BEST of Las Vegas! #braddahs #islandstyle #braddahsislandstyle #restaurants #burritos #bowls #tacos #salads #nachos #NewBrand #alohaspiri",16459342931,9,1,0,65462623@N02,27cc06df99,8607
0,"Surfer Boy @braddahs,  being da Delivery Boy! #braddahs #islandstyle #braddahsislandstyle #restaurants #burritos #bowls #tacos #salads #nachos #sauces #mustard #BARKS #kaluapig #hawaiian #PinkSalt #workflow #indakitchen #pigbutts #eatme #poolboy #surferbo",16433743096,9,1,0,65462623@N02,ecb5944073,8670
0,"Wed morn chores @braddahs,  means sweep-n da dinin-n room floors. #braddahs #islandstyle #braddahsislandstyle #restaurants #burritos #bowls #tacos #salads #nachos #sauces #mustard #BARKS #shaka #humpday #walksoftlyandcarryaBIGBroom #red #wellofCourse #wor",16258168957,8,1,0,65462623@N02,c45216f55f,7383
0,"I wish it had read.... ""PLEASE""... Vote Now! @braddahs currently"" Trending"" in Four Categories for the BEST of Las Vegas! Fusion - Tacos - Hawaiian - Desserts. Mahalo! #braddahs #islandstyle #braddahsislandstyle #restaurants #burritos #bowls #tacos #salad",16238752269,8,1,0,65462623@N02,96797f6bf0,7430
0,"Braddahs #3 glows brightly for me @braddahs,  UNLV,  scream loudly for me! #braddahs #islandstyle #braddahsislandstyle #restaurants #burritos #bowls #tacos #salads #nachos #NewBrand #alohaspirit #alohastyle #numberthree #freeSoda #withID #UNLV @unlvathlet",16383843281,9,1,0,65462623@N02,5501be1287,8591
0,"... da friendly confines of Aloha @braddahs,  no. 2, includes a Tiki Dude & his, rad Drive Thru, too! #braddahs #islandstyle #CnH #fusion #braddahs2 #second #two #twodollars #tacos #wealsoserve #burritos #bowls #nachos #frontentrance #signage #eyecatcher",16197949068,8,1,0,65462623@N02,828c92362f,7344
0,Burrito bowl,30236830030,6,1,0,18958536@N00,18fe9bd43a,5717
0,ปกติสั่งBowl ลองสั่งแบบ Burrito ดู 😁,30516775145,9,1,0,68755434@N00,e46159e6ba,8641
0,"Ok, I caved I'm getting a burrito bowl for dinner.#buritobowel #mexicofood #food",30458349525,6,1,0,64351048@N05,140c9e64f9,5484
0,"Day .0️⃣7️⃣.〰10.20.16〰 . Only thing better than a burrito bowl, is a burrito and a bowl. @chipotlemexicangrill",30157873030,6,1,0,145857671@N04,be3ab810c3,5750
0,Skip Chipotle and try these burrito bowls right at home http://lebouffe.com http://ift.tt/1Y1GQXx,30126081390,6,1,0,135032038@N07,9617157011,5737
0,Any of our burritos can be made into bowls!! 🙌 LUNCH 12-2PM 2324 E Cesar Chavez  🍃512.619.7989🍃 #veganyacht  #buffaloburrito  #mockwrap  #freetoburrito  #freetopie #freetosnotfritos #organicvegan #gmofreevegan #avocadoislife #au,30204229832,8,1,0,117498364@N07,7174931d24,7473
0,Burrito bowl,30197526821,8,1,0,95622437@N03,08398b4d05,7549
0,Any of our burritos can be bowls! MOCK SALAD is YACHTSTER fave!  Come see us for LUNCH 12-2PM 2324 E Cesar Chavez  🍃512.619.7989🍃 #veganyacht #mocksalad  #glutenfreevegan #organicvegan #gmofreevegan #avocadoislife #austintexasveganfood #best,30164732822,6,1,0,117498364@N07,dbba0888bd,5557
0,"This monster-sized box of food is a 'burrito bowl' with adobo chicken on the bottom and guacamole on the top. It was very good, but I would've ordered a half portion if such an option existed.",30223305076,6,1,0,44124342631@N01,14c7c07c37,5576
0,"Korean BBQ Kimchi burrito Bowl, Kimchi fries and Korean gnocchi! Yummm.",30116630871,6,1,0,25002733@N05,459ef6ea33,5636
0,FRIED CHICKEN KATSU SUSHI BURRITO @projectpokeco opens in Fountain Valley THIS SATURDAY 10/8 at noon with a buy 1 get 1 FREE offer for any poké burrito or bowl  100% RECOMMEND 💯 GO! 📷: @007enzo1 📍: @projectpokeco #⃣: #CharismaticS,30162404405,9,1,0,65590157@N03,3ecab4a188,8544
0,High-Protein Shrimp Burrito Bowl,30020880662,9,1,0,135312004@N08,c1698618b4,8537
0,"Oh sweet dinner, this was DELISH!  @minimalistbaker we made your smoky tempeh burrito bowl... so so yummy!! And the link to saveur for the rice technique was SPOT on!  So perfect! Check out www.minimalistbaker.com for the recipe. 😘 #vegan #v",29449219774,6,1,0,31412962@N00,cca63b6e18,5304
0,Burrito Bowl,29879482901,6,1,0,60216279@N00,f9642b1cb9,5348
0,"And now, we eat! I had my bbq chicken burrito bowl & Sunny (and Rosy) got some extra cheese with their kibble. Rosy's not in this pic because she was still licking her empty bowl for any invisible cheese crumbs.",29326323403,9,1,0,91253241@N04,c6898f553b,8049
0,These one-pan bbq chicken burrito bowls (recipe by @thekitchn) are sooo good!,29870641236,9,1,0,91253241@N04,77b2706a47,8498
0,Happiness 😋 is getting your favorite @cemitaseltigre baja crispy fish burrito  in a bowl 🍴,29706777606,9,1,0,25145565@N00,5619997f0c,8440
0,"ALOHA MEW INSIDE!! JUST KIDDING...  SORRY NO PUBLIC RESTROOMS :( WE DO HAVE: COLD DRINKS, SUSHI BURRITOS, POKE BOWLS, AND SPECIALS ALL DAY!!",29062376853,9,1,0,99753978@N03,39c7946d5c,8550
0,Tasty burrito bowls on the Trend Bar at Top Drawer @olympialondon @topdrawerlondon @levyrestaurantsuk #foodporn #foodies #burittobowls #tastyfood #igerslondon #foodforthought #lunch #lunchtime #hotfood #trendbar #topdrawerlondon,29530010411,9,1,0,61751628@N05,7b74512a5f,8779
0,Weekday Meal-Prep Chicken Burrito Bowls,28855202684,9,1,0,143262846@N03,b2ff6e1755,8559
0,Mmmm #lunchdate @raweateryandmarket #yyc - Broken Burrito Bowl #yycvegan #vegan,28788772983,9,1,0,8751723@N02,41fd01233e,8546
0,"It was so delicious I decided to have it for dinner. So what's for dinner tonight? It's My Fabulous burrito bowl that I had for lunch. I had to have it for dinner as well. Ground turkey, onions, peppers and my special seasoning. Accompanied with Spanish r",29269606431,9,1,0,29148867@N02,2e5af8abf4,8354
0,What's for lunch today? It's my famous burrito bowl. ground turkey onions peppers and my special seasoning. Accompanied with Spanish rice and my fabulous spices.,29053518810,9,1,0,29148867@N02,a742f69b97,8440
0,My day today... isn't that burrito bowl beautiful?!!!,28676760784,9,1,0,125450309@N05,7aec601cf0,8519
0,Chipotle Burrito Bowl,28495758543,9,1,0,39037434@N08,8dafddbc41,8467
0,Assemble a healthy and delicious burrito bowl with these perfectly grilled juicy chicken breasts in just 30 minutes. #lglutenfree #cleaneating http://lebouffe.com http://ift.tt/1Y1GQXx,28427487913,9,1,0,135032038@N07,f309354c94,8184
0,Vegan Dinner,29024403685,9,1,0,145436335@N05,a83924ede2,8519
0,Sweet Potato Green Rice Bowl,28404142054,9,1,0,145436335@N05,ff437bb783,8142
0,Grilled Chicken Burrito Bowl,28981790215,9,1,0,142840472@N04,943351e0f3,8842
0,Grilled Chicken Burrito Bowl_6,28365051003,9,1,0,142840472@N04,a573775697,8688
0,Grilled Chicken Burrito Bowl_5,28365044603,9,1,0,142840472@N04,e65558de84,8586
0,Grilled Chicken Burrito Bowl_3,28981782365,9,1,0,142840472@N04,8947dfe1e3,8806
0,Grilled Chicken Burrito Bowl_2,28365029553,9,1,0,142840472@N04,267bbe7861,8698
0,Grilled Chicken Burrito Bowl Spread,28981778545,9,1,0,142840472@N04,67715f8d1e,8681
0,Taco Bell may be testing burritos with Cheetos... We present you with a version of chocolate dipped Cheetos from Europe. 🍫 We recommend you enjoy responsibly - in a small Cambro Dinnerware bowl.,28104645884,9,1,0,48854489@N08,d0895053df,8317
0,"On my lonesome tonight, so burrito bowl it is!",28670386636,8,1,0,28705357@N00,09c1a4e9a8,7710
0,octopus burrito bowl,28451853721,9,1,0,36209700@N02,6285da034a,8230
0,Burrito Bowl with pork,27846995884,9,1,0,22759125@N00,59ae6d57ef,8881
0,Vegetarian Burrito Bowl,28461977225,9,1,0,49962418@N00,36c64a842e,8608
0,"PURE JOY @ziprecruiterhq every week when they order 200 burritos, large barista boxes of coffee, freshly cut fruit bowls, and bagels 🙌 #Catering with #DKSDONUTS 📩 for inquiries: info@dksdonuts.com",27819596663,9,1,0,127913202@N03,73b5100420,8702
0,Taco Rice Bowl  Born in the Japan !  #tacos #burrito #mexicanrestaurant #kyoto #gionmatsuri #california #surf,27743333234,8,1,0,136068882@N07,19c46659f1,7545
0,Slow Cooker Chicken,28314016016,8,1,0,125038811@N04,4b3674ea30,7528
0,"I've been craving this place for months.......Chipotle's Mexican Grill downtown Dundas Square Toronto ! Spicy Chicken Burrito bowl, with Guacamole, Lime seasoned Nachos, fresh Pico De Gallo Salsa, Soda to wash it down ! Bae Goals ! 😍🌵 #c",28049385600,9,1,0,98247681@N06,26eb1da5bc,8733
0,Cilantro Lime Quinoa 1,27968503532,8,1,0,48746230@N06,0d448fc137,7136
0,Cilantro Lime Quinoa 2,27457372114,8,1,0,48746230@N06,d22ace323a,7221
0,Burrito bowl from Ritta's Burritos,27355830333,8,1,0,87876404@N00,a16c3f76f0,7460
0,Chipotle Burrito Bowl,27846355392,8,1,0,40646519@N00,a8d7b6e8f7,7757
0,"Burrito bowl! Taco seasoned steak, cilantro lime rice, seasoned black beans, corn, fajita peppers, with a #nattygreenes wild flower Wit! #tonightfordinner",27864892345,8,1,0,67087723@N08,3c7793082d,7206
0,Toronto Food Delivery,27239861203,8,1,0,143937826@N07,611e96c8ae,7356
0,30-Minute Healthy Ch,27149099673,8,1,0,125038811@N04,db4bd1733d,7324
0,"The burrito bowls at Chipotle are the best!!  #throwback to Chipotle in Lansing Mall, planning a Michigan trip soon - can't wait!! 💯💯🔥🔥 #Chipotle #food #burritobowl #steak #foodie #nomnom #LansingMall #Lansing #Michigan #sourcream #lettu",27143934254,8,1,0,132243930@N06,eb9e52b1a8,7085
0,Looking for light meals that don’t require the oven? Then you will love these Chicken and Brown Rice Burrito Bowls! It is the perfect summer recipe. AD MinuteMealsSweeps http://lebouffe.com http://ift.tt/1Y1GQXx,27644382671,8,1,0,135032038@N07,2fe8ef70ec,7293
0,Mexican excitement coming soon nearby,27615992332,8,1,0,142242520@N02,9697a6a6ec,7653
0,Burrito Bowl,27612664896,8,1,0,60216279@N00,8e4d63f165,7451
0,Shrimp Burrito Bowl.,27001908783,8,1,0,58593880@N00,a48363caac,7293
0,Lunch time,27275944030,8,1,0,34286342@N03,79eaa0dee0,7324
0,Salad With Seasonal Vegetables and Mandarin Oranges Served With Papadum,27526129095,8,1,0,69603781@N05,38eb3bf81b,7210
0,Salad With Seasonal Vegetables and Mandarin Oranges Served With Papadum,27526128395,8,1,0,69603781@N05,ec80580172,7786
0,Post Race Burrito Bowl,27291850481,8,1,0,27109764@N04,8965ba03f6,7291
0,Healthy veggie burrito bowl,26981662270,8,1,0,140712663@N07,0446c7e914,7767
0,"Quick Chicken Burrito Bowl with Cilantro Dressing…When using rotisserie chicken, this healthy dinner takes only minutes to put together. 363 calories per serving.",26498175334,8,1,0,37189987@N06,4892c44d0a,7159
0,Quick healthy recipes,27103701635,8,1,0,37189987@N06,4468e7f006,7780
0,"Burrito bowl from Boloco made with mango salsa, chicken, black beans, rice and sour cream 😍 #lunch #boloco #burritobowl #healthyeating #food #goodfood #foodjourney #healthy #healthyfood #healthylife #diet #fitfam",26475507654,8,1,0,134442040@N04,932b2a9615,7625
0,"Got my burrito bowl ready, hoping @kimchi_chic wins #rupaulsdragrace tonight! #chipotle #whenisdinner #kimchi #teamkimchi #rupaulsdragracefinale",26993637551,8,1,0,33744716@N03,a23dbe6be1,7184
0,134/366,26968988041,8,1,0,14835052@N00,43dc4de489,7791
0,.,26720725110,8,1,0,88697202@N00,5203ef0b8c,7151
0,.,26720718890,8,1,0,88697202@N00,08219581b6,7174
0,.,26720706020,8,1,0,88697202@N00,143b0207f7,7235
0,.,26720694710,8,1,0,88697202@N00,965fee6046,7141
0,.,26960920516,8,1,0,88697202@N00,2e326497c9,7628
0,Super Simple Vegan Burrito Bowls (GF) (Source) VeganFoodPornPictures.com | Vegan Cookbooks On Sale! Like Us On Facebook | Follow Us On Twitter,26826656572,8,1,0,124518470@N07,6a52b8678c,7646
0,Sustainable catering via bike to help relieve your Monday woes. #burritos and bowls from @chachachapdx saved the day!,26314248793,8,1,0,41762471@N07,3b8e1b76f3,7461
0,Happy Cinco de Mayo,26806384636,8,1,0,36454748@N00,7a7d46de17,7638
0,Burrito bowl,26198095463,8,1,0,19573512@N00,2abd18a101,7481
0,Lobster burrito bowl omg,26189282014,8,1,0,84485192@N00,66e7504405,7466
0,Cauliflower Rice Burrito Bowl,26172748813,8,1,0,137431967@N06,7c3d202137,7782
0,Burrito Bowl,26105638294,2,1,0,118816527@N03,0b9e4d6b17,1689
0,"Burrito Bowl with Creamy Chipotle Sauce (½ cup plain greek, 1 chipotle in adobo sauce, ½ tsp. adobo sauce, 1-2 cloves garlic, 1 Tbsp. fresh lime juice, 1/8 tsp. cumin - I don’t like the sound of the sauce so I’ll have to find something else. http://lebouf",26646976616,2,1,0,135032038@N07,36fa619657,1513
0,"Now you can easily make your favorite Burrito Bowls at home! Full of flavor, it's the perfect quick weeknight dinner idea! AD",26637149596,2,1,0,93676167@N06,be0d6d70fc,1505
0,"Now you can easily make your favorite Burrito Bowls at home! Full of flavor, it's the perfect quick weeknight dinner idea! AD",26598182791,2,1,0,93676167@N06,a6b7234f75,1711
0,"Now you can easily make your favorite Burrito Bowls at home! Full of flavor, it's the perfect quick weeknight dinner idea! AD",26598182761,2,1,0,93676167@N06,ecd9e6546d,1545
0,"Now you can easily make your favorite Burrito Bowls at home! Full of flavor, it's the perfect quick weeknight dinner idea! AD",26598182071,2,1,0,93676167@N06,2768896084,1467
0,"Now you can easily make your favorite Burrito Bowls at home! Full of flavor, it's the perfect quick weeknight dinner idea! AD",26598182041,2,1,0,93676167@N06,28aaafc788,1660
0,"Now you can easily make your favorite Burrito Bowls at home! Full of flavor, it's the perfect quick weeknight dinner idea! AD",26598181761,2,1,0,93676167@N06,a75c66e701,1457
0,@rjbarbaro @soggybones team rider smashing stale at @soggybones_perth_store bowl in Oz. Photo @jacklydonsgram @boneswheels #skatediy #skate #independenttrucks #creaturefiends #reizeenergydrink #beach_burrito_co #poolspipespunkrock #buildxdestroy,26551726811,2,1,0,136800916@N02,04fc0f7ba1,1535
0,Slow Cooker Chicken Burrito Bowl - tender chicken black beans and brown rice in an easy slow cooker recipe. http://lebouffe.com http://ift.tt/1Y1GQXx,26492737441,2,1,0,135032038@N07,c5679974e5,1701
0,Moe's Southwestern Grill,26421717872,2,1,0,141233868@N02,d4cd6c701f,1485
0,Mexican Burrito Bowl with Cashew Chipotle Cream Sauce (Source) VeganFoodPornPictures.com | Vegan Cookbooks On Sale! Like Us On Facebook | Follow Us On Twitter,26238837790,2,1,0,124518470@N07,01813aedaf,1543
